103000, 4836, 1, 0
104000, 2944, 1, 0
105000, 4772, 1, 0
106000, 2304, 1, 0
107000, 4736, 1, 0
108001, 2977, 1, 0
109000, 3648, 1, 0
110000, 4260, 1, 0
111000, 1920, 1, 0
112000, 5412, 1, 0
113000, 3008, 1, 0
114000, 4772, 1, 0
115000, 2880, 1, 0
116000, 4260, 1, 0
117000, 2880, 1, 0
118000, 5092, 1, 0
119000, 2752, 1, 0
120000, 4608, 1, 0
121000, 2532, 1, 0
122000, 2944, 1, 0
123000, 4708, 1, 0
124000, 2944, 1, 0
125000, 4836, 1, 0
126000, 2240, 1, 0
127000, 5540, 1, 0
128000, 3008, 1, 0
129000, 4772, 1, 0
130000, 2944, 1, 0
131000, 4772, 1, 0
132000, 2112, 1, 0
133000, 2880, 1, 0
134000, 4772, 1, 0
135000, 2944, 1, 0
136000, 4580, 1, 0
137000, 2463, 1, 0
138000, 5509, 1, 0
139000, 2880, 1, 0
140000, 4995, 1, 0
141000, 2977, 1, 0
142000, 4388, 1, 0
143001, 2685, 1, 0
144000, 4416, 1, 0
145000, 3236, 1, 0
146000, 5860, 1, 0
147000, 2048, 1, 0
148000, 2944, 1, 0
149000, 4836, 1, 0
150000, 3008, 1, 0
151000, 4708, 1, 0
152000, 2048, 1, 0
153000, 4772, 1, 0
154000, 2944, 1, 0
155000, 5092, 1, 0
156000, 2624, 1, 0
157000, 4608, 1, 0
158000, 3236, 1, 0
159000, 3840, 1, 0
160000, 4260, 1, 0
161000, 3264, 1, 0
162000, 3812, 1, 0
163000, 3264, 1, 0
164000, 4516, 1, 0
165000, 3264, 1, 0
166000, 4452, 1, 0
167000, 2049, 1, 0
168000, 5507, 1, 0
169000, 3264, 1, 0
170000, 4644, 1, 0
171000, 3264, 1, 0
172000, 2368, 1, 0
173000, 4324, 1, 0
174000, 3264, 1, 0
175000, 4452, 1, 0
176000, 3264, 1, 0
177000, 3708, 1, 0
178000, 3303, 1, 0
179000, 5284, 1, 0
180000, 3265, 1, 0
181000, 4579, 1, 0
182000, 2880, 1, 0
183000, 4580, 1, 0
184000, 2880, 1, 0
185000, 5220, 1, 0
186000, 3328, 1, 0
187000, 4772, 1, 0
188000, 2304, 1, 0
189000, 3264, 1, 0
190000, 4452, 1, 0
191000, 3328, 1, 0
192000, 4196, 1, 0
193000, 2496, 1, 0
194000, 5284, 1, 0
195000, 3264, 1, 0
196000, 4516, 1, 0
197000, 3278, 1, 0
198000, 4118, 1, 0
199000, 2624, 1, 0
200000, 5476, 1, 0
201000, 2944, 1, 0
202000, 5156, 1, 0
203000, 2048, 1, 0
204001, 2944, 1, 0
205000, 4772, 1, 0
206000, 4288, 1, 0
207000, 4388, 1, 0
208000, 2498, 1, 0
209000, 4706, 1, 0
210000, 3264, 1, 0
211000, 4452, 1, 0
212000, 3264, 1, 0
213000, 4196, 1, 0
214000, 3264, 1, 0
215000, 4644, 1, 0
216000, 3264, 1, 0
217000, 4708, 1, 0
218000, 2304, 1, 0
219000, 5248, 1, 0
220000, 3236, 1, 0
221000, 3915, 1, 0
222000, 3929, 1, 0
223000, 2560, 1, 0
224000, 4463, 1, 0
225000, 3317, 1, 0
226000, 4453, 1, 0
227000, 3327, 1, 0
228000, 3748, 1, 0
229000, 3264, 1, 0
230000, 4836, 1, 0
231000, 2914, 1, 0
232000, 5249, 1, 0
233000, 2240, 1, 0
234000, 3264, 1, 0
235000, 4580, 1, 0
236000, 3264, 1, 0
237000, 4452, 1, 0
238000, 2944, 1, 0
239000, 4004, 1, 0
240000, 3328, 1, 0
